# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
10              	p               	-3.33370746e+02	(-2.19759806e-03 4.34834873e-02 2.23182238e-02)	5	7.08886637e+01	(-1.93577646e-03 -1.63204951e-03 -4.69819988e-02)	2
20              	p               	-3.12934476e+02	(-2.20917467e-03 -2.36168241e-03 -4.87767560e-02)	2	1.02833365e+02	(-1.94707289e-03 4.14687777e-02 2.20652874e-02)	5
30              	p               	-2.83678384e+02	(-2.19759806e-03 4.34834873e-02 2.23182238e-02)	5	9.95120407e+01	(-1.94707289e-03 4.14687777e-02 2.20652874e-02)	5
40              	p               	-2.47240572e+02	(-2.19759806e-03 4.34834873e-02 2.23182238e-02)	5	1.00079850e+02	(-1.93577646e-03 -1.63204951e-03 -4.69819988e-02)	2
50              	p               	-2.44912327e+02	(-2.19759806e-03 4.34834873e-02 2.23182238e-02)	5	1.00925424e+02	(-2.17041234e-03 4.17219255e-02 2.20403389e-02)	5
60              	p               	-2.44445375e+02	(-2.19759806e-03 4.34834873e-02 2.23182238e-02)	5	1.01467814e+02	(-2.17041234e-03 4.17219255e-02 2.20403389e-02)	5
70              	p               	-2.35262570e+02	(-2.19759806e-03 4.34834873e-02 2.23182238e-02)	5	1.01464983e+02	(-2.17041234e-03 4.17219255e-02 2.20403389e-02)	5
80              	p               	-2.28327776e+02	(-2.19759806e-03 4.34834873e-02 2.23182238e-02)	5	1.01535339e+02	(-1.96147706e-03 -3.97174311e-02 2.47895186e-02)	0
90              	p               	-2.24373059e+02	(-2.19759806e-03 4.34834873e-02 2.23182238e-02)	5	1.00264587e+02	(-1.96147706e-03 -3.97174311e-02 2.47895186e-02)	0
100             	p               	-2.26646940e+02	(5.79604643e-03 1.67363739e-03 -4.55100025e-02)	2	9.75438120e+01	(-1.96147706e-03 -3.97174311e-02 2.47895186e-02)	0
110             	p               	-2.30554826e+02	(5.79604643e-03 1.67363739e-03 -4.55100025e-02)	2	9.09764791e+01	(-1.93807112e-03 -3.94364271e-02 2.45723952e-02)	0
120             	p               	-2.37296808e+02	(5.79604643e-03 1.67363739e-03 -4.55100025e-02)	2	8.46437095e+01	(3.40756471e-03 -1.13765914e-02 4.97928497e-02)	0
130             	p               	-2.39929793e+02	(5.79604643e-03 1.67363739e-03 -4.55100025e-02)	2	8.80347476e+01	(4.15570695e-04 -4.97952178e-02 -1.13800713e-02)	1
140             	p               	-1.97654052e+02	(5.79604643e-03 1.67363739e-03 -4.55100025e-02)	2	9.26070197e+01	(-8.30985602e-05 -4.97952203e-02 -1.13800726e-02)	1
150             	p               	-1.88355548e+02	(1.79604883e-03 3.33793209e-02 3.13949915e-02)	4	9.21508080e+01	(-8.30985602e-05 -4.97952203e-02 -1.13800726e-02)	1
160             	p               	-1.91640379e+02	(1.79604883e-03 3.33793209e-02 3.13949915e-02)	4	9.23371586e+01	(2.41023035e-03 -1.13765652e-02 4.97929603e-02)	0
170             	p               	-1.88940468e+02	(1.79604883e-03 3.33793209e-02 3.13949915e-02)	4	8.97134448e+01	(2.41023035e-03 -1.13765652e-02 4.97929603e-02)	0
180             	p               	-1.85560033e+02	(5.01375598e-05 -3.99332452e-02 2.30817830e-02)	0	9.07674288e+01	(-7.56299477e-03 -3.25987080e-02 -3.96791428e-02)	1
190             	p               	-1.91175514e+02	(5.01375598e-05 -3.99332452e-02 2.30817830e-02)	0	1.04587366e+02	(-1.30049494e-02 -4.16890508e-02 3.00666237e-02)	0
200             	p               	-1.97887620e+02	(2.92322940e-04 -4.01925194e-02 2.30838825e-02)	0	1.05005449e+02	(-1.30049494e-02 -4.16890508e-02 3.00666237e-02)	0
210             	p               	-2.05189612e+02	(2.92322940e-04 -4.01925194e-02 2.30838825e-02)	0	1.05850888e+02	(-4.57105231e-03 3.00398025e-02 4.16528599e-02)	4
220             	p               	-2.07989438e+02	(2.92322940e-04 -4.01925194e-02 2.30838825e-02)	0	1.20960051e+02	(-4.07235017e-03 3.25985393e-02 3.96789501e-02)	4
230             	p               	-2.07153126e+02	(5.42125314e-04 -4.04331510e-02 2.30882865e-02)	0	1.26085458e+02	(-3.57368049e-03 3.25985180e-02 3.96789325e-02)	4
240             	p               	-2.04593273e+02	(5.42125314e-04 -4.04331510e-02 2.30882865e-02)	0	1.26616352e+02	(-8.31056147e-05 4.01289388e-02 -3.20485464e-02)	5
250             	p               	-2.01825527e+02	(5.42125314e-04 -4.04331510e-02 2.30882865e-02)	0	1.29986193e+02	(-1.57906173e-03 3.00397607e-02 4.16528281e-02)	4
260             	p               	-2.01353093e+02	(5.42125314e-04 -4.04331510e-02 2.30882865e-02)	0	1.33300742e+02	(-1.08039663e-03 3.00397562e-02 4.16528262e-02)	4
270             	p               	-2.00340023e+02	(5.42125314e-04 -4.04331510e-02 2.30882865e-02)	0	1.31856490e+02	(-1.39933197e-02 3.40960696e-02 3.86421042e-02)	4
280             	p               	-1.94675181e+02	(5.42125314e-04 -4.04331510e-02 2.30882865e-02)	0	1.19158167e+02	(-8.30674629e-05 3.00397504e-02 4.16528259e-02)	4
290             	p               	-1.83426209e+02	(5.42125314e-04 -4.04331510e-02 2.30882865e-02)	0	1.21301475e+02	(4.17263921e-04 -4.42020517e-02 2.60151644e-02)	0
300             	p               	-1.79630940e+02	(1.03375921e-03 6.23333508e-04 -4.67596454e-02)	2	1.37389783e+02	(4.14168868e-04 -4.21826465e-02 2.95621088e-02)	0
310             	p               	-1.80599648e+02	(1.03375921e-03 6.23333508e-04 -4.67596454e-02)	2	1.37599925e+02	(4.11368297e-04 4.66804758e-02 2.09407615e-02)	5
320             	p               	-1.76931891e+02	(1.03375921e-03 6.23333508e-04 -4.67596454e-02)	2	1.34486443e+02	(4.11368297e-04 4.66804758e-02 2.09407615e-02)	5
330             	p               	-1.71371168e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.28568979e+02	(3.40851148e-03 -4.56623224e-02 2.34601321e-02)	0
340             	p               	-1.74047648e+02	(-1.42749627e-03 -4.09410362e-02 2.80839175e-02)	0	1.22896032e+02	(-8.06156286e-03 3.25984958e-02 3.96788903e-02)	4
350             	p               	-1.68944466e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.17411410e+02	(-8.06156286e-03 3.25984958e-02 3.96788903e-02)	4
360             	p               	-1.67838551e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.34919985e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
370             	p               	-1.75972163e+02	(1.03850498e-02 2.19528353e-02 4.61776798e-02)	4	1.50308700e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
380             	p               	-1.65820510e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.32955066e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
390             	p               	-1.67154239e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.45320209e+02	(6.89815886e-03 4.01289465e-02 -3.20485498e-02)	5
400             	p               	-1.71212602e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.53996131e+02	(7.39677199e-03 4.01289621e-02 -3.20485609e-02)	5
410             	p               	-2.05607606e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.69061833e+02	(9.39034145e-03 4.01293776e-02 -3.20489173e-02)	5
420             	p               	-2.19668894e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.67050111e+02	(1.03850905e-02 4.01310528e-02 -3.20504159e-02)	5
430             	p               	-1.84598004e+02	(1.38203440e-02 -4.21912862e-02 2.95589492e-02)	0	1.57405193e+02	(1.03850905e-02 4.01310528e-02 -3.20504159e-02)	5
440             	p               	-1.67749191e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.38849602e+02	(1.38161057e-02 -3.86584601e-02 3.41094594e-02)	0
450             	p               	-1.72830212e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.39234413e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
460             	p               	-1.78589772e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.39005409e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
470             	p               	-1.83899195e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.35972827e+02	(-1.57824955e-03 -4.01238896e-02 3.20440194e-02)	0
480             	p               	-1.86346167e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.33536245e+02	(-5.56838651e-03 2.60204328e-02 4.42113363e-02)	4
490             	p               	-1.86621810e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.43233228e+02	(-2.07535959e-03 -4.26604371e-02 2.85238985e-02)	0
500             	p               	-1.85005841e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.55224717e+02	(-2.07535959e-03 -4.26604371e-02 2.85238985e-02)	0
510             	p               	-1.80490602e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.58379470e+02	(4.17263921e-04 -4.42020517e-02 2.60151644e-02)	0
520             	p               	-1.73902669e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.52175841e+02	(4.17263921e-04 -4.42020517e-02 2.60151644e-02)	0
530             	p               	-1.73110732e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.45133841e+02	(9.15103888e-04 -4.42010670e-02 2.60140748e-02)	0
540             	p               	-1.85461776e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.39478362e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
550             	p               	-1.72734010e+02	(1.38203440e-02 -4.21912862e-02 2.95589492e-02)	0	1.42039954e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
560             	p               	-1.60823938e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.48503145e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
570             	p               	-1.61706861e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.53980492e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
580             	p               	-1.60530864e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.50014277e+02	(1.90899861e-03 -4.01170268e-02 3.20371045e-02)	0
590             	p               	-1.59273531e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.40595913e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
600             	p               	-1.60071260e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.47475466e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
610             	p               	-1.63435378e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.57229872e+02	(-2.07535959e-03 -4.26604371e-02 2.85238985e-02)	0
620             	p               	-1.68037782e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.67771091e+02	(-2.07535959e-03 -4.26604371e-02 2.85238985e-02)	0
630             	p               	-1.71911620e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.62869931e+02	(-2.07535959e-03 -4.26604371e-02 2.85238985e-02)	0
640             	p               	-1.74711031e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.66735889e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
650             	p               	-1.78771016e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.60633802e+02	(-4.07240891e-03 2.60204199e-02 4.42113209e-02)	4
660             	p               	-1.85148779e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.58398853e+02	(-4.57105587e-03 2.85369924e-02 4.26800182e-02)	4
670             	p               	-1.90744961e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.67729839e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
680             	p               	-1.92850413e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.58826733e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
690             	p               	-1.90811341e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.51146148e+02	(2.90453710e-03 -4.16374894e-02 3.00254940e-02)	0
700             	p               	-1.84202394e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.56668760e+02	(3.40489762e-03 -4.01210919e-02 3.20409940e-02)	0
710             	p               	-1.76105257e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.70101507e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
720             	p               	-1.76770172e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.76737316e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
730             	p               	-1.84849599e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.69562034e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
740             	p               	-1.77644411e+02	(1.38203440e-02 -4.21912862e-02 2.95589492e-02)	0	1.53144797e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
750             	p               	-1.75574501e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.59036461e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
760             	p               	-1.79150658e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.54833856e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
770             	p               	-1.80753345e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.56381646e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
780             	p               	-1.82160456e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.47810418e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
790             	p               	-1.84074941e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.46633710e+02	(-1.57645591e-03 -4.26546170e-02 2.85202110e-02)	0
800             	p               	-1.85064809e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.48679759e+02	(1.38197540e-02 2.95607283e-02 -4.21920123e-02)	2
810             	p               	-1.82287600e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.47090222e+02	(1.38197540e-02 2.95607283e-02 -4.21920123e-02)	2
820             	p               	-1.76874703e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.57246902e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
830             	p               	-1.75294890e+02	(1.38220268e-02 3.30945039e-02 -3.96616699e-02)	2	1.74222128e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
840             	p               	-1.74783009e+02	(1.38220268e-02 3.30945039e-02 -3.96616699e-02)	2	1.66157407e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
850             	p               	-1.75992521e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.49537808e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
860             	p               	-1.79179121e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.52853156e+02	(2.40846778e-03 -4.42024394e-02 2.60131227e-02)	0
870             	p               	-1.81521680e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.51448622e+02	(2.40846778e-03 -4.42024394e-02 2.60131227e-02)	0
880             	p               	-1.83280041e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.51766676e+02	(-2.07535959e-03 -4.26604371e-02 2.85238985e-02)	0
890             	p               	-1.83806160e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.52091963e+02	(-1.57645591e-03 -4.26546170e-02 2.85202110e-02)	0
900             	p               	-1.82291773e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.67393805e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
910             	p               	-1.79280013e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.69734194e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
920             	p               	-1.73863796e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.70827216e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
930             	p               	-1.68925423e+02	(1.03375921e-03 6.23333508e-04 -4.67596454e-02)	2	1.74679630e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
940             	p               	-1.67048183e+02	(1.03375921e-03 6.23333508e-04 -4.67596454e-02)	2	1.76170172e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
950             	p               	-1.67564425e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.77595228e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
960             	p               	-1.75367580e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.78832885e+02	(-5.80628836e-04 -4.16240274e-02 3.00151825e-02)	0
970             	p               	-1.75057664e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.72330084e+02	(-1.07959969e-03 -4.01222950e-02 3.20425970e-02)	0
980             	p               	-1.66878393e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.58499727e+02	(-1.07959969e-03 -4.01222950e-02 3.20425970e-02)	0
990             	p               	-1.59841142e+02	(1.38220268e-02 3.30945039e-02 -3.96616699e-02)	2	1.51004398e+02	(1.38259699e-02 -4.16786998e-02 3.00584186e-02)	0
1000            	p               	-1.62110885e+02	(1.38220268e-02 3.30945039e-02 -3.96616699e-02)	2	1.45655502e+02	(-1.57645591e-03 -4.26546170e-02 2.85202110e-02)	0
1010            	p               	-1.61983824e+02	(1.28508309e-02 -3.45987511e-02 -3.81349936e-02)	1	1.42400223e+02	(-1.57645591e-03 -4.26546170e-02 2.85202110e-02)	0
1020            	p               	-1.66933337e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.40454107e+02	(-4.07240891e-03 2.60204199e-02 4.42113209e-02)	4
1030            	p               	-1.70359456e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.42755525e+02	(-4.07240891e-03 2.60204199e-02 4.42113209e-02)	4
1040            	p               	-1.66051681e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.55597602e+02	(-2.57580471e-03 -4.01261485e-02 3.20460252e-02)	0
1050            	p               	-1.72170051e+02	(1.38165478e-02 3.36055806e-02 3.91633265e-02)	4	1.63058013e+02	(-2.57580471e-03 -4.01261485e-02 3.20460252e-02)	0
1060            	p               	-1.59784038e+02	(1.38165478e-02 3.36055806e-02 3.91633265e-02)	4	1.66794774e+02	(-2.57580471e-03 -4.01261485e-02 3.20460252e-02)	0
1070            	p               	-1.67997131e+02	(1.38220268e-02 3.30945039e-02 -3.96616699e-02)	2	1.55543043e+02	(-2.57580471e-03 -4.01261485e-02 3.20460252e-02)	0
1080            	p               	-1.72507870e+02	(1.38220268e-02 3.30945039e-02 -3.96616699e-02)	2	1.43871426e+02	(-2.07535959e-03 -4.26604371e-02 2.85238985e-02)	0
1090            	p               	-1.75477772e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.54374793e+02	(-2.57645414e-03 -3.20998812e-02 4.06972709e-02)	0
1100            	p               	-1.76536994e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.64068381e+02	(-2.57645414e-03 -3.20998812e-02 4.06972709e-02)	0
1110            	p               	-1.86955474e+02	(1.38197248e-02 -2.95606776e-02 -4.21919751e-02)	1	1.37986328e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
1120            	p               	-2.03617275e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.37867063e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
1130            	p               	-2.33283161e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.40357517e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
1140            	p               	-2.17931327e+02	(1.38203440e-02 -4.21912862e-02 2.95589492e-02)	0	1.46813265e+02	(-1.07861209e-03 -4.16300584e-02 3.00200190e-02)	0
1150            	p               	-1.99217711e+02	(1.38203440e-02 -4.21912862e-02 2.95589492e-02)	0	1.36115710e+02	(-1.57724053e-03 -4.16369136e-02 3.00254681e-02)	0
1160            	p               	-1.88438835e+02	(1.38168585e-02 -3.91630606e-02 3.36044004e-02)	0	1.39820955e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
1170            	p               	-1.85625060e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.39068117e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
1180            	p               	-1.90358566e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.38830120e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
1190            	p               	-1.93720652e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.39890601e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
1200            	p               	-1.94509258e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.47271040e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
1210            	p               	-1.92632895e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.51600306e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
1220            	p               	-1.88798791e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.45223239e+02	(-2.07535959e-03 -4.26604371e-02 2.85238985e-02)	0
1230            	p               	-1.86301492e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.52130920e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
1240            	p               	-1.87364437e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.59924359e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
1250            	p               	-1.90034642e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.65461268e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
1260            	p               	-1.93521427e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.65842991e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
1270            	p               	-1.95423840e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.62639918e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
1280            	p               	-1.91401223e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.69609572e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
1290            	p               	-1.81282503e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.74463070e+02	(-8.28458384e-05 -4.01185178e-02 3.20390602e-02)	0
1300            	p               	-1.78617416e+02	(1.38220268e-02 3.30945039e-02 -3.96616699e-02)	2	1.59378751e+02	(4.15167086e-04 -4.01169756e-02 3.20374820e-02)	0
1310            	p               	-1.69238142e+02	(1.38220268e-02 3.30945039e-02 -3.96616699e-02)	2	1.54850790e+02	(2.40545055e-03 -4.16339694e-02 3.00227477e-02)	0
1320            	p               	-1.69954234e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.51517871e+02	(2.40742029e-03 -4.01182986e-02 3.20382874e-02)	0
1330            	p               	-1.74148979e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.46820732e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
1340            	p               	-1.77705884e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.41846300e+02	(9.13029129e-04 -4.01161347e-02 3.20365111e-02)	0
1350            	p               	-1.78163055e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.35788427e+02	(2.90453710e-03 -4.16374894e-02 3.00254940e-02)	0
1360            	p               	-1.82426483e+02	(1.38197843e-02 2.95606958e-02 4.21919120e-02)	4	1.31375312e+02	(2.90453710e-03 -4.16374894e-02 3.00254940e-02)	0
1370            	p               	-1.95102487e+02	(1.38197843e-02 2.95606958e-02 4.21919120e-02)	4	1.32393999e+02	(9.14225657e-04 4.26794862e-02 -2.85359107e-02)	5
1380            	p               	-1.83988827e+02	(1.38197843e-02 2.95606958e-02 4.21919120e-02)	4	1.35078028e+02	(9.14225657e-04 4.26794862e-02 -2.85359107e-02)	5
1390            	p               	-1.55644455e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.36146502e+02	(-8.31056147e-05 4.01289388e-02 -3.20485464e-02)	5
1400            	p               	-1.59415730e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.39884619e+02	(4.17263921e-04 -4.42020517e-02 2.60151644e-02)	0
1410            	p               	-1.64416985e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.42588448e+02	(4.17263921e-04 -4.42020517e-02 2.60151644e-02)	0
1420            	p               	-1.67487353e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.43363027e+02	(4.17263921e-04 -4.42020517e-02 2.60151644e-02)	0
1430            	p               	-1.66904067e+02	(1.43145538e-02 3.30924728e-02 -3.96589686e-02)	2	1.45646033e+02	(-8.07710931e-05 -4.42037847e-02 2.60165759e-02)	0
1440            	p               	-1.70834785e+02	(1.38220268e-02 3.30945039e-02 -3.96616699e-02)	2	1.48617808e+02	(-8.07710931e-05 -4.42037847e-02 2.60165759e-02)	0
1450            	p               	-1.66471484e+02	(1.38220268e-02 3.30945039e-02 -3.96616699e-02)	2	1.55451128e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
1460            	p               	-1.71146182e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.60050656e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
1470            	p               	-1.78655523e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.66494195e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
1480            	p               	-1.83023579e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.72759664e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
1490            	p               	-1.84849599e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.67973886e+02	(-5.81106645e-04 -4.01204335e-02 3.20408946e-02)	0
1500            	p               	-1.84094124e+02	(1.04096376e-03 1.18479076e-04 -4.69972771e-02)	2	1.64286765e+02	(1.38270356e-02 -3.96583328e-02 3.25858335e-02)	0
1510            	p               	-1.91816912e+02	(1.38266424e-02 -4.42010280e-02 2.65223907e-02)	0	1.72225017e+02	(1.38270356e-02 -3.96583328e-02 3.25858335e-02)	0
1520            	p               	-2.02585256e+02	(1.38203440e-02 -4.21912862e-02 2.95589492e-02)	0	1.65635150e+02	(1.38270356e-02 -3.96583328e-02 3.25858335e-02)	0
1530            	p               	-2.09821647e+02	(1.43111025e-02 4.21911261e-02 -2.95592043e-02)	5	1.64010656e+02	(1.38161057e-02 -3.86584601e-02 3.41094594e-02)	0
1540            	p               	-1.99590791e+02	(1.43076469e-02 3.91623859e-02 -3.36047392e-02)	5	1.57912587e+02	(1.38161057e-02 -3.86584601e-02 3.41094594e-02)	0
1550            	p               	-1.83357399e+02	(1.38167319e-02 3.91634565e-02 -3.36050550e-02)	5	1.54520817e+02	(1.38201041e-02 -3.76425887e-02 3.51156184e-02)	0
